id,date,total,employee
14655,2023-09-27 04:35:20,0,2
14656,2022-12-07 02:23:46,0,
14657,2022-11-20 11:50:51,0,1
14658,2022-11-09 05:19:52,0,
14659,2023-06-07 09:44:38,0,3
14660,2023-08-19 16:00:17,0,3
14661,2022-12-01 18:50:31,0,3
14662,2023-02-22 02:49:55,0,
14663,2022-12-28 11:25:32,0,1
14664,2023-06-30 03:40:45,0,3
14665,2023-01-01 08:34:04,0,2
14666,2022-11-09 21:35:06,0,2
14667,2023-05-20 07:30:23,0,1
14668,2023-04-21 16:25:38,0,2
14669,2022-12-15 07:49:20,0,
14670,2023-09-19 18:49:43,0,3
14671,2023-10-09 12:17:14,0,
14672,2023-09-29 23:41:21,0,1
14673,2023-07-02 02:02:26,0,
14674,2023-03-26 21:02:19,0,
14675,2023-02-26 23:45:55,0,1
14676,2023-10-16 23:38:19,0,3
14677,2023-06-08 14:28:47,0,3
14678,2023-09-02 01:35:41,0,3
14679,2023-07-15 16:24:00,0,1
14680,2023-05-24 05:40:33,0,3
14681,2022-11-20 04:52:13,0,1
14682,2023-01-15 20:08:32,0,
14683,2022-11-16 18:12:09,0,3
14684,2023-06-23 02:07:03,0,3
14685,2023-05-26 18:50:13,0,2
14686,2023-09-17 22:25:20,0,2
14687,2023-07-04 20:11:59,0,2
14688,2023-06-02 02:04:50,0,2
14689,2023-09-13 09:10:55,0,
14690,2023-07-19 08:54:56,0,2
14691,2023-05-08 03:07:05,0,
14692,2023-09-09 15:41:01,0,3
14693,2023-02-12 14:58:39,0,2
14694,2023-08-18 07:45:44,0,
14695,2023-04-13 09:27:50,0,1
14696,2023-07-25 01:34:00,0,3
14697,2023-07-17 14:33:00,0,1
14698,2022-12-07 13:15:16,0,2
14699,2023-10-02 21:53:04,0,2
14700,2023-04-22 19:57:06,0,3
14701,2023-08-05 02:55:42,0,3
14702,2023-02-02 02:48:26,0,3
14703,2023-05-02 04:54:32,0,2
14704,2023-05-24 05:07:06,0,2
14705,2023-09-26 22:55:55,0,1
14706,2023-10-10 18:18:28,0,2
14707,2023-09-03 14:26:59,0,2
14708,2023-10-28 15:17:36,0,1
14709,2023-04-26 08:56:27,0,2
14710,2023-08-08 23:31:21,0,2
14711,2023-05-15 02:16:01,0,1
14712,2023-04-17 05:26:02,0,3
14713,2023-05-06 14:37:08,0,
14714,2023-09-27 08:19:26,0,
14715,2023-09-05 15:50:35,0,3
14716,2023-03-10 06:38:30,0,1
14717,2023-06-08 13:26:33,0,2
14718,2023-06-18 20:41:26,0,
14719,2023-08-23 12:32:44,0,
14720,2023-02-05 22:51:16,0,2
14721,2022-12-23 12:27:53,0,
14722,2023-01-23 00:14:23,0,3
14723,2023-01-21 20:52:01,0,1
14724,2023-01-24 21:47:07,0,3
14725,2023-08-12 03:19:57,0,3
14726,2023-05-17 19:38:21,0,2
14727,2023-05-26 05:19:29,0,3
14728,2023-05-17 03:11:06,0,3
14729,2023-07-25 00:23:43,0,2
14730,2023-03-26 20:48:30,0,
14731,2023-02-14 14:30:08,0,1
14732,2022-12-28 12:45:33,0,2
14733,2023-09-06 11:20:22,0,2
14734,2023-03-12 14:42:56,0,2
14735,2023-02-11 23:02:16,0,2
14736,2023-08-09 23:44:20,0,1
14737,2023-10-07 09:42:42,0,3
14738,2023-07-07 13:09:04,0,1
14739,2023-05-31 07:58:53,0,1
14740,2022-11-28 03:30:38,0,
14741,2023-08-08 12:30:52,0,
14742,2023-03-25 14:46:35,0,1
14743,2023-06-01 19:28:22,0,
14744,2023-05-08 00:09:35,0,2
14745,2023-02-19 23:31:08,0,
14746,2022-12-03 17:44:45,0,3
14747,2022-12-19 07:57:26,0,
14748,2023-07-18 13:04:37,0,1
14749,2023-04-15 20:23:42,0,1
14750,2023-10-01 17:05:30,0,1
14751,2023-03-06 14:12:52,0,
14752,2022-12-23 01:51:23,0,
14753,2023-05-31 04:10:20,0,
14754,2023-01-05 06:30:16,0,1
14755,2023-07-25 17:40:37,0,1
14756,2022-11-21 04:48:43,0,
14757,2023-10-02 20:36:35,0,2
14758,2023-09-29 13:24:14,0,3
14759,2022-12-20 17:39:11,0,
14760,2023-03-22 04:05:53,0,1
14761,2023-09-08 04:57:21,0,1
14762,2023-08-17 17:45:00,0,
14763,2023-03-30 08:44:12,0,1
14764,2023-07-04 20:46:28,0,3
14765,2023-02-04 14:00:34,0,3
14766,2023-06-08 05:08:49,0,2
14767,2022-12-31 22:53:14,0,
14768,2023-09-07 06:15:04,0,2
14769,2023-04-08 18:08:18,0,1
14770,2023-05-12 06:07:33,0,3
14771,2023-07-18 16:56:12,0,1
14772,2023-05-12 01:01:58,0,
14773,2023-03-15 11:35:46,0,3
14774,2023-08-15 14:32:30,0,2
14775,2023-10-04 22:55:14,0,
14776,2023-08-04 08:30:00,0,1
14777,2023-04-02 10:10:54,0,2
14778,2023-06-07 07:59:59,0,3
14779,2023-06-15 21:34:41,0,2
14780,2022-11-28 02:40:24,0,
14781,2023-02-11 20:31:14,0,2
14782,2023-06-16 23:35:57,0,
14783,2023-01-03 06:43:00,0,
14784,2023-08-12 20:13:38,0,3
14785,2022-11-16 14:35:29,0,1
14786,2023-04-22 04:53:17,0,1
14787,2022-12-15 07:51:29,0,1
14788,2023-06-25 00:42:17,0,
14789,2023-05-01 07:54:38,0,2
14790,2023-09-23 13:42:48,0,
14791,2023-09-01 01:50:19,0,
14792,2022-12-20 10:32:45,0,
14793,2023-01-26 18:28:06,0,
14794,2023-06-02 05:12:22,0,
14795,2023-07-11 12:57:22,0,3
14796,2023-07-12 20:02:48,0,2
14797,2023-08-02 06:35:54,0,1
14798,2023-06-21 05:51:10,0,1
14799,2023-02-20 05:30:55,0,2
14800,2023-03-02 23:05:23,0,3
14801,2023-05-16 18:48:49,0,2
14802,2023-02-20 06:34:14,0,3
14803,2023-08-03 13:27:58,0,
14804,2023-08-22 22:47:16,0,1
14805,2022-12-13 19:40:34,0,
14806,2022-12-22 10:18:51,0,1
14807,2023-04-19 06:58:32,0,3
14808,2023-08-19 04:07:21,0,1
14809,2023-06-18 01:52:53,0,3
14810,2023-08-28 17:59:23,0,
14811,2023-01-02 05:20:55,0,1
14812,2023-08-19 22:31:15,0,3
14813,2023-07-30 23:56:05,0,2
14814,2022-10-30 07:52:30,0,1
14815,2023-04-28 20:19:35,0,3
14816,2023-02-08 11:00:43,0,1
14817,2023-07-01 19:44:59,0,1
14818,2023-10-15 19:19:31,0,3
14819,2023-05-31 11:45:58,0,2
14820,2023-08-26 04:58:43,0,3
14821,2023-03-13 09:29:08,0,1
14822,2023-05-27 18:16:36,0,2
14823,2023-03-20 15:56:58,0,
14824,2022-11-10 12:00:32,0,2
14825,2023-02-01 23:13:50,0,1
14826,2022-11-08 01:51:39,0,2
14827,2023-06-02 10:47:27,0,2
14828,2023-03-14 02:06:21,0,
14829,2023-10-25 21:29:52,0,2
14830,2023-03-08 23:11:06,0,2
14831,2023-10-17 15:39:15,0,1
14832,2023-06-03 01:21:09,0,2
14833,2022-12-22 23:15:32,0,
14834,2023-09-22 21:26:04,0,3
14835,2023-01-28 12:26:20,0,1
14836,2023-02-02 12:19:35,0,3
14837,2023-01-05 11:12:19,0,1
14838,2023-01-27 00:15:15,0,3
14839,2022-12-14 16:31:44,0,2
14840,2023-04-12 17:23:59,0,1
14841,2023-05-15 06:43:37,0,1
14842,2023-06-28 15:51:11,0,3
14843,2023-02-02 11:48:52,0,1
14844,2023-10-18 00:14:43,0,
14845,2023-07-14 05:35:18,0,
14846,2023-06-20 03:30:31,0,1
14847,2023-03-09 15:56:21,0,1
14848,2022-12-04 05:45:19,0,
14849,2023-07-14 09:35:10,0,3
14850,2023-07-07 08:11:31,0,
14851,2023-01-19 10:12:55,0,2
14852,2022-11-29 13:29:33,0,3
14853,2023-08-12 12:30:01,0,3
14854,2023-07-18 20:18:54,0,3
14855,2023-02-07 20:01:48,0,2
14856,2023-06-14 21:35:34,0,1
14857,2023-04-26 03:58:39,0,1
14858,2023-06-09 08:59:59,0,
14859,2023-08-16 08:15:18,0,1
14860,2023-07-11 03:55:04,0,1
14861,2023-09-15 11:22:02,0,2
14862,2022-11-02 04:07:14,0,1
14863,2023-05-26 19:48:16,0,1
14864,2023-03-12 08:27:36,0,1
14865,2023-10-12 17:58:45,0,1
14866,2023-06-30 12:01:57,0,3
14867,2023-01-14 22:04:54,0,
14868,2023-05-13 13:58:07,0,1
14869,2023-04-14 14:26:39,0,2
14870,2023-02-25 19:53:38,0,2
14871,2023-08-25 05:57:54,0,
14872,2023-07-21 20:17:44,0,3
14873,2023-03-30 18:09:39,0,3
14874,2022-11-14 12:34:15,0,2
14875,2022-12-08 17:49:34,0,3
14876,2023-06-21 05:32:25,0,2
14877,2023-03-18 22:01:35,0,3
14878,2022-12-31 03:01:00,0,3
14879,2023-01-21 01:50:15,0,
14880,2023-04-28 09:32:55,0,2
14881,2023-10-27 12:40:35,0,2
14882,2022-12-05 16:15:02,0,3
14883,2022-11-11 02:10:01,0,2
14884,2023-08-18 21:41:14,0,2
14885,2023-08-24 12:46:49,0,3
14886,2023-05-14 13:06:44,0,1
14887,2022-12-04 01:10:59,0,
14888,2023-01-08 08:21:23,0,1
14889,2023-03-25 14:58:21,0,2
14890,2023-01-24 19:06:02,0,
14891,2023-09-11 00:00:25,0,
14892,2023-07-14 17:42:06,0,3
14893,2023-05-09 11:28:20,0,1
14894,2023-07-22 06:32:00,0,
14895,2023-06-19 22:09:45,0,3
14896,2023-09-21 19:39:53,0,2
14897,2023-05-01 03:29:30,0,2
14898,2023-10-04 14:16:45,0,3
14899,2023-07-19 23:06:49,0,3
14900,2022-12-23 06:17:03,0,3
14901,2023-03-14 21:01:30,0,
14902,2023-01-09 20:17:29,0,2
14903,2023-01-14 13:18:47,0,
14904,2023-02-26 10:40:28,0,3
14905,2022-11-26 00:19:03,0,3
14906,2023-10-19 00:15:14,0,3
14907,2023-04-29 03:47:08,0,2
14908,2023-02-11 12:47:54,0,2
14909,2023-05-13 12:42:31,0,3
14910,2023-07-12 09:23:25,0,
14911,2023-03-17 06:34:05,0,2
14912,2023-05-12 16:14:11,0,3
14913,2023-08-24 14:44:12,0,
14914,2023-06-13 10:53:49,0,1
14915,2023-02-20 13:15:12,0,
14916,2023-01-08 14:36:40,0,
14917,2023-10-14 12:51:25,0,
14918,2023-07-11 03:33:29,0,3
14919,2023-03-27 05:54:41,0,1
14920,2023-07-05 16:08:00,0,
14921,2023-07-16 21:55:14,0,1
14922,2023-04-12 05:55:30,0,
14923,2023-01-04 09:41:31,0,
14924,2023-01-14 15:24:09,0,1
14925,2023-09-21 17:13:23,0,
14926,2023-04-27 17:21:17,0,
14927,2023-08-30 21:42:08,0,2
14928,2023-07-06 13:36:15,0,3
14929,2023-09-03 14:39:18,0,
14930,2023-06-14 20:11:17,0,3
14931,2023-05-06 13:03:50,0,
14932,2023-05-09 18:41:53,0,3
14933,2023-10-01 22:08:49,0,3
14934,2023-09-05 04:43:57,0,
14935,2022-10-30 17:48:49,0,
14936,2023-08-04 05:24:09,0,1
14937,2022-11-10 18:14:23,0,2
14938,2023-10-12 14:16:41,0,
14939,2022-11-28 14:18:10,0,2
14940,2023-09-28 05:04:04,0,3
14941,2023-07-21 22:04:31,0,2
14942,2023-09-07 10:54:54,0,1
14943,2023-03-01 13:14:43,0,1
14944,2023-10-08 07:22:22,0,2
14945,2023-07-24 14:02:14,0,3
14946,2023-10-11 21:24:31,0,1
14947,2023-10-14 06:31:55,0,
14948,2023-05-04 03:20:21,0,1
14949,2023-07-26 00:51:36,0,
14950,2023-08-05 08:05:15,0,3
14951,2023-09-01 22:51:31,0,1
14952,2023-03-30 04:06:14,0,3
14953,2023-02-24 10:01:31,0,2
14954,2023-05-30 05:29:28,0,3
14955,2023-07-24 01:05:53,0,2
14956,2023-05-05 11:28:40,0,2
14957,2023-02-05 11:38:17,0,
14958,2023-07-02 10:43:12,0,2
14959,2023-08-08 17:13:53,0,2
14960,2023-01-02 16:21:21,0,1
14961,2023-08-30 08:57:10,0,2
14962,2023-04-07 15:38:22,0,1
14963,2023-07-20 03:02:31,0,
14964,2023-06-08 01:24:02,0,1
14965,2023-01-28 04:26:42,0,2
14966,2023-10-13 06:45:20,0,1
14967,2023-08-13 13:16:42,0,
14968,2023-05-26 06:01:49,0,3
14969,2023-04-18 22:51:07,0,2
14970,2023-10-27 02:52:13,0,3
14971,2023-09-21 09:55:21,0,2
14972,2023-05-28 23:25:25,0,3
14973,2022-12-01 03:18:56,0,2
14974,2023-05-26 22:15:39,0,3
14975,2023-06-10 10:58:46,0,2
14976,2022-11-15 08:40:55,0,2
14977,2023-02-20 06:58:01,0,3
14978,2022-11-07 08:28:48,0,3
14979,2023-02-27 16:43:05,0,2
14980,2023-06-23 13:29:58,0,2
14981,2023-01-27 12:28:18,0,2
14982,2023-09-08 01:44:47,0,3
14983,2023-10-07 09:40:38,0,3
14984,2023-10-01 19:38:13,0,1
14985,2023-10-19 16:38:08,0,2
14986,2023-05-18 19:14:54,0,2
14987,2023-03-15 19:49:29,0,3
14988,2023-05-14 11:22:26,0,1
14989,2022-11-13 02:06:06,0,
14990,2023-10-16 21:21:33,0,1
14991,2023-05-06 11:26:21,0,2
14992,2023-05-04 01:59:18,0,2
14993,2023-03-24 15:03:44,0,1
14994,2023-08-06 13:47:27,0,1
14995,2023-05-19 21:48:24,0,3
14996,2023-05-22 08:13:50,0,2
14997,2023-02-09 20:30:09,0,3
14998,2023-10-14 07:25:23,0,3
14999,2023-10-17 14:05:39,0,1
15000,2023-07-17 14:54:04,0,1
15001,2023-01-28 07:33:05,0,2
15002,2023-09-25 02:27:14,0,3
15003,2023-09-02 23:42:31,0,
15004,2023-04-27 16:09:53,0,
15005,2023-09-05 09:24:23,0,3
15006,2023-03-01 17:30:42,0,
15007,2023-01-21 11:47:21,0,
15008,2023-02-11 04:22:47,0,3
15009,2023-04-16 17:48:18,0,2
15010,2023-07-13 06:38:01,0,3
15011,2023-06-15 14:21:17,0,
15012,2023-01-22 12:57:37,0,3
15013,2023-09-26 15:34:20,0,
15014,2022-12-22 09:24:00,0,1
15015,2022-12-19 02:19:42,0,1
15016,2023-04-12 03:11:23,0,
15017,2023-05-05 13:12:01,0,
15018,2023-03-30 04:41:22,0,1
15019,2023-03-29 15:21:06,0,1
15020,2023-10-26 11:50:43,0,1
15021,2023-10-23 10:41:50,0,
15022,2023-05-12 23:15:48,0,1
15023,2022-11-11 19:04:27,0,1
15024,2023-07-06 20:54:10,0,2
15025,2023-10-22 12:39:57,0,3
15026,2023-10-06 13:27:39,0,
15027,2023-03-21 18:57:18,0,1
15028,2023-05-21 22:11:04,0,2
15029,2022-12-27 12:08:10,0,3
15030,2023-05-02 19:08:36,0,
15031,2023-10-23 08:32:55,0,
15032,2023-02-23 15:58:47,0,1
15033,2023-08-29 14:24:45,0,3
15034,2022-12-29 06:20:04,0,
15035,2022-11-26 03:19:15,0,1
15036,2023-07-31 09:31:43,0,2
15037,2023-03-30 21:10:54,0,2
15038,2023-03-17 11:24:04,0,3
15039,2023-08-09 20:08:15,0,3
15040,2022-12-05 02:40:03,0,3
15041,2023-01-29 02:10:56,0,3
15042,2023-04-12 21:22:21,0,3
15043,2023-04-26 16:23:25,0,2
15044,2023-05-06 01:11:21,0,2
15045,2023-02-12 00:25:17,0,3
15046,2023-08-28 11:17:32,0,1
15047,2023-04-07 18:01:16,0,1
15048,2023-04-12 00:54:17,0,2
15049,2023-04-14 08:02:59,0,1
15050,2023-07-08 02:17:24,0,1
15051,2023-05-09 05:42:01,0,3
15052,2023-07-05 08:05:01,0,2
15053,2023-04-01 19:30:37,0,1
15054,2023-07-06 19:33:26,0,1
15055,2023-03-16 23:31:48,0,2
15056,2023-08-26 10:57:12,0,3
15057,2023-04-12 11:37:05,0,1
15058,2023-05-24 16:30:44,0,
15059,2023-08-22 12:12:55,0,
15060,2023-05-16 04:50:19,0,
15061,2023-08-27 16:03:07,0,2
15062,2023-06-19 07:40:08,0,2
15063,2022-12-21 14:14:44,0,
15064,2023-02-10 02:58:27,0,
15065,2023-06-15 11:22:33,0,2
15066,2022-11-22 04:58:18,0,
15067,2022-11-15 11:04:13,0,
15068,2023-05-26 15:45:05,0,3
15069,2023-05-28 16:45:48,0,3
15070,2023-08-21 23:53:37,0,
15071,2023-05-06 14:11:14,0,1
15072,2023-06-22 14:08:17,0,3
15073,2022-11-05 19:16:55,0,2
15074,2023-01-10 00:09:03,0,2
15075,2023-07-04 13:59:10,0,
15076,2023-04-11 14:55:51,0,2
15077,2022-12-21 07:48:47,0,1
15078,2022-12-31 07:04:33,0,
15079,2023-01-03 03:14:26,0,
15080,2023-02-08 11:03:48,0,3
15081,2023-07-28 12:53:09,0,1
15082,2023-05-21 06:11:15,0,2
15083,2023-02-12 19:04:08,0,3
15084,2023-01-21 07:58:15,0,2
15085,2023-03-11 17:10:25,0,
15086,2023-09-13 23:14:21,0,2
15087,2023-06-29 09:59:05,0,3
15088,2023-05-01 12:20:23,0,2
15089,2023-06-22 16:52:23,0,3
15090,2023-09-24 16:57:20,0,
15091,2023-04-24 00:21:42,0,3
15092,2022-12-27 11:03:20,0,1
15093,2023-06-11 05:03:44,0,3
15094,2023-10-14 15:20:15,0,1
15095,2023-04-12 12:35:58,0,2
15096,2023-10-13 06:41:00,0,2
15097,2023-09-03 01:41:22,0,1
15098,2023-07-22 09:02:03,0,2
15099,2023-07-13 09:06:54,0,3
15100,2023-05-18 17:50:36,0,3
15101,2023-01-26 01:15:59,0,1
15102,2023-06-12 21:04:01,0,3
15103,2023-02-14 18:01:35,0,1
15104,2022-11-05 10:20:28,0,3
15105,2022-11-15 22:59:36,0,
15106,2023-09-01 02:34:38,0,2
15107,2023-05-12 12:38:10,0,3
15108,2023-08-07 22:43:17,0,3
15109,2022-11-26 18:29:03,0,3
15110,2022-11-21 09:59:15,0,2
15111,2023-04-07 00:18:57,0,
15112,2023-01-08 17:29:53,0,
15113,2023-04-04 01:59:54,0,
15114,2023-02-18 16:29:55,0,3
15115,2022-11-15 21:04:16,0,2
15116,2023-10-21 16:30:07,0,2
15117,2022-12-13 07:16:27,0,2
15118,2023-01-08 23:32:33,0,3
15119,2023-10-26 14:42:50,0,
15120,2023-01-16 21:52:06,0,2
15121,2023-08-10 15:08:38,0,1
15122,2023-09-12 08:54:07,0,
15123,2023-05-04 05:40:51,0,2
15124,2022-11-01 15:36:52,0,
15125,2023-02-20 03:27:32,0,3
15126,2023-03-05 16:20:58,0,3
15127,2023-09-26 12:10:13,0,3
15128,2023-03-01 06:24:30,0,2
15129,2023-07-30 04:26:09,0,
15130,2023-09-06 18:08:56,0,3
15131,2023-07-19 14:47:12,0,
15132,2023-02-03 11:58:20,0,
15133,2023-09-18 08:11:49,0,3
15134,2023-06-17 20:57:28,0,1
15135,2023-09-30 21:28:13,0,
15136,2023-01-12 23:54:34,0,2
15137,2023-07-27 03:47:21,0,2
15138,2023-09-04 20:19:07,0,1
15139,2022-11-17 15:23:28,0,1
15140,2023-10-09 14:01:52,0,1
15141,2023-07-02 07:45:17,0,3
15142,2023-03-17 15:11:16,0,3
15143,2023-07-15 20:51:46,0,
15144,2023-08-15 12:30:20,0,2
15145,2023-09-26 18:30:14,0,2
15146,2023-10-24 07:32:37,0,
15147,2023-03-29 14:17:03,0,2
15148,2023-02-18 07:52:00,0,3
15149,2023-06-24 11:24:12,0,3
15150,2023-03-21 17:08:09,0,
15151,2023-05-13 18:35:41,0,2
15152,2023-05-09 06:22:22,0,3
15153,2023-01-05 18:36:16,0,3
15154,2023-07-22 14:00:36,0,
15155,2023-04-10 16:28:11,0,1
15156,2023-05-06 17:42:39,0,1
15157,2022-11-09 23:35:34,0,
15158,2023-04-27 19:31:04,0,2
15159,2023-08-17 17:36:22,0,
15160,2023-05-07 22:04:13,0,2
15161,2023-01-20 17:49:06,0,2
15162,2023-05-12 07:35:08,0,3
15163,2023-01-28 02:30:17,0,1
15164,2023-02-15 16:03:21,0,1
15165,2023-06-09 01:21:04,0,2
15166,2023-08-11 00:34:47,0,2
15167,2023-05-26 11:48:12,0,3
15168,2023-07-24 06:51:22,0,1
15169,2023-05-15 04:59:08,0,
15170,2023-07-05 23:47:24,0,2
15171,2023-05-21 18:02:14,0,2
15172,2023-09-28 17:52:05,0,1
15173,2022-11-11 17:04:29,0,2
15174,2023-01-26 21:39:36,0,
15175,2023-10-20 19:29:09,0,
15176,2023-08-22 11:09:27,0,3
15177,2023-10-16 18:41:46,0,2
15178,2023-05-06 07:50:20,0,1
15179,2023-04-30 10:31:07,0,2
15180,2023-07-03 11:03:34,0,
15181,2022-10-31 07:01:33,0,3
15182,2023-05-29 16:56:24,0,1
15183,2023-01-13 16:00:35,0,1
15184,2023-09-11 12:56:04,0,3
15185,2023-08-20 00:50:22,0,1
15186,2023-09-19 23:07:38,0,3
15187,2023-07-12 02:55:51,0,
15188,2022-12-24 10:50:04,0,
15189,2022-12-23 17:02:13,0,2
15190,2023-09-12 08:09:59,0,2
15191,2023-04-06 18:14:08,0,
15192,2022-11-02 09:39:58,0,2
15193,2022-12-07 14:26:30,0,2
15194,2023-01-07 22:47:33,0,2
15195,2023-07-24 16:19:45,0,2
15196,2023-10-27 08:59:08,0,1
15197,2023-01-16 10:36:08,0,2
15198,2023-10-16 16:35:26,0,2
15199,2023-01-12 03:39:41,0,1
15200,2023-09-17 03:26:53,0,2
15201,2022-11-24 12:46:04,0,3
15202,2023-08-28 22:50:26,0,2
15203,2023-05-07 21:12:33,0,1
15204,2023-01-20 02:43:08,0,
15205,2023-10-27 05:57:25,0,1
15206,2023-06-13 08:32:46,0,1
15207,2023-02-18 14:25:56,0,
15208,2022-12-23 14:38:45,0,2
15209,2022-11-02 13:33:14,0,1
15210,2023-07-28 22:10:27,0,
15211,2022-12-20 22:08:25,0,
15212,2023-07-15 18:35:22,0,
15213,2023-10-25 09:15:16,0,3
15214,2023-09-30 13:48:34,0,3
15215,2023-04-08 02:07:04,0,1
15216,2023-03-11 03:03:04,0,1
15217,2023-09-01 01:48:25,0,
15218,2023-09-12 06:30:05,0,1
15219,2023-07-17 05:36:52,0,1
15220,2023-01-05 05:27:15,0,
15221,2023-06-10 20:59:25,0,
15222,2022-11-20 08:50:01,0,3
15223,2023-10-02 14:37:09,0,
15224,2023-09-22 10:10:40,0,3
15225,2023-08-15 10:22:01,0,3
15226,2023-03-12 14:47:29,0,
15227,2022-12-31 19:50:29,0,2
15228,2022-11-29 22:07:06,0,
15229,2023-06-01 15:15:10,0,
15230,2023-07-06 03:59:02,0,3
15231,2023-06-24 02:13:54,0,3
15232,2023-01-11 18:05:48,0,3
15233,2023-07-30 20:03:53,0,
15234,2022-11-01 10:40:25,0,2
15235,2023-02-19 14:21:27,0,1
15236,2023-03-16 13:26:57,0,2
15237,2023-06-27 20:39:19,0,2
15238,2023-05-08 17:57:11,0,
15239,2023-09-14 08:29:42,0,
15240,2022-11-09 21:34:29,0,2
15241,2023-06-05 05:34:06,0,
15242,2023-07-06 08:34:44,0,3
15243,2023-02-28 09:29:37,0,2
15244,2023-04-29 06:36:22,0,2
15245,2023-04-09 00:41:21,0,3
15246,2023-06-08 16:38:34,0,1
15247,2023-04-09 13:23:28,0,2
15248,2023-09-06 06:39:35,0,2
15249,2023-04-15 03:54:42,0,1
15250,2023-10-16 03:34:40,0,2
15251,2023-05-04 17:31:37,0,3
15252,2023-02-14 00:42:44,0,1
15253,2022-12-15 00:24:15,0,2
15254,2022-12-18 12:20:44,0,2
15255,2022-11-10 18:50:25,0,
15256,2022-12-23 13:47:52,0,1
15257,2023-02-21 04:14:49,0,
15258,2023-05-15 22:55:47,0,3
15259,2023-08-26 07:33:12,0,2
15260,2023-09-14 08:01:54,0,2
15261,2023-03-27 07:08:31,0,1
15262,2022-11-29 12:39:21,0,3
15263,2022-11-27 18:34:34,0,3
15264,2023-01-02 09:44:23,0,2
15265,2023-02-11 13:12:31,0,
15266,2023-07-29 05:34:07,0,1
15267,2022-11-15 04:34:03,0,2
15268,2023-07-08 14:07:47,0,
15269,2022-11-09 15:36:18,0,
15270,2023-02-08 00:57:06,0,1
15271,2022-11-17 12:03:22,0,1
15272,2023-03-04 10:52:09,0,1
15273,2022-11-13 19:49:46,0,
15274,2023-05-15 19:10:25,0,
15275,2023-10-01 16:11:37,0,
15276,2023-07-23 22:41:38,0,3
15277,2023-03-04 12:26:52,0,1
15278,2022-12-08 00:44:54,0,3
15279,2023-07-08 08:56:34,0,1
15280,2023-08-16 07:09:32,0,1
15281,2022-11-11 11:04:52,0,
15282,2023-08-26 21:43:53,0,3
15283,2023-10-17 21:59:19,0,
15284,2022-11-14 05:37:56,0,
15285,2023-05-18 01:16:35,0,3
15286,2023-03-23 22:31:57,0,3
15287,2022-12-29 20:22:16,0,3
15288,2023-10-09 16:04:36,0,1
15289,2023-10-24 10:41:06,0,3
15290,2022-12-31 21:22:33,0,3
15291,2023-04-27 19:09:49,0,1
15292,2023-06-07 21:26:49,0,1
15293,2023-06-23 01:20:25,0,1
15294,2023-06-23 22:16:35,0,2
15295,2023-09-08 10:54:54,0,
15296,2022-10-31 20:14:40,0,2
15297,2022-12-24 07:32:00,0,2
15298,2023-03-19 12:57:13,0,2
15299,2023-09-26 12:43:14,0,3
15300,2023-01-08 02:14:16,0,
15301,2023-09-07 08:02:28,0,2
15302,2023-04-02 00:25:13,0,2
15303,2023-04-07 07:18:00,0,
15304,2023-08-13 05:54:49,0,
15305,2023-03-03 14:17:56,0,
15306,2022-11-20 21:22:07,0,
15307,2022-11-18 21:02:17,0,2
15308,2023-07-24 20:58:11,0,1
15309,2022-11-24 04:54:49,0,3
15310,2022-11-24 10:58:09,0,
15311,2023-06-05 23:37:21,0,1
15312,2023-05-03 09:44:15,0,1
15313,2023-01-26 18:17:25,0,2
15314,2023-05-07 17:58:57,0,
15315,2023-10-01 13:37:13,0,1
15316,2023-04-04 00:02:35,0,2
15317,2022-12-07 07:48:55,0,
15318,2023-09-24 04:14:35,0,3
15319,2023-09-19 08:37:09,0,1
15320,2023-04-26 08:41:04,0,1
15321,2023-08-17 07:31:01,0,3
15322,2023-07-25 11:42:08,0,1
15323,2023-02-25 08:27:57,0,3
15324,2022-11-13 14:05:45,0,3
15325,2023-02-27 23:27:01,0,
15326,2023-07-08 23:14:49,0,
15327,2022-12-16 16:02:53,0,2
15328,2022-11-19 19:19:50,0,1
15329,2023-09-01 07:21:56,0,
15330,2023-03-26 10:14:42,0,
15331,2023-08-23 10:02:29,0,
15332,2023-03-11 02:13:13,0,1
15333,2023-01-14 12:47:06,0,3
15334,2023-03-26 14:10:53,0,
15335,2022-11-28 07:10:38,0,
15336,2023-02-12 07:45:18,0,1
15337,2023-03-09 14:59:41,0,2
15338,2023-07-03 18:05:01,0,3
15339,2022-11-27 14:54:27,0,2
15340,2022-12-04 01:45:39,0,2
15341,2023-08-11 04:55:10,0,1
15342,2023-06-30 16:04:21,0,1
15343,2023-07-15 09:15:38,0,3
15344,2022-12-13 09:56:41,0,3
15345,2023-02-21 01:19:03,0,
15346,2023-09-09 20:30:14,0,1
15347,2022-12-29 06:23:50,0,3
15348,2023-10-27 23:32:18,0,2
15349,2023-03-24 10:19:44,0,2
15350,2023-01-11 13:37:19,0,
15351,2023-10-15 09:00:00,0,3
15352,2023-06-12 12:02:13,0,2
15353,2022-12-23 13:54:56,0,1
15354,2023-04-11 10:14:48,0,2
15355,2023-02-22 03:14:35,0,2
15356,2022-12-13 02:23:26,0,3
15357,2023-10-22 00:02:57,0,3
15358,2023-01-26 12:33:58,0,
15359,2023-04-16 22:38:53,0,3
15360,2023-01-14 16:48:21,0,1
15361,2023-10-18 00:53:00,0,1
15362,2023-06-20 22:27:44,0,1
